PWVmidTim,Tdelay
20170115/2045,2137.5
20170115/2115,2133.0
20170115/2145,2133.2
20170115/2215,2133.9
20170115/2245,2131.8
20170115/2315,2130.8
20170115/2345,2134.9
20170116/0015,2138.8
20170116/0045,2138.5
20170116/0115,2140.8
20170116/0145,2145.9
20170116/0215,2145.9
20170116/0245,2143.6
20170116/0315,2143.3
20170116/0345,2143.6
20170116/0415,2148.9
20170116/0445,2152.8
20170116/0515,2152.7
20170116/0545,2152.8
20170116/0615,2148.5
20170116/0645,2145.1
20170116/0715,2144.9
20170116/0745,2142.9
20170116/0815,2140.3
20170116/0845,2142.7
20170116/0915,2144.7
20170116/0945,2145.1
20170116/1015,2148.2
20170116/1045,2147.0
20170116/1115,2144.9
20170116/1145,2144.6
20170116/1215,2144.9
20170116/1245,2145.9
20170116/1315,2144.2
20170116/1345,2142.1
20170116/1415,2143.7
20170116/1445,2145.2
20170116/1515,2144.7
20170116/1545,2146.0
20170116/1615,2148.1
20170116/1645,2148.9
20170116/1715,2150.9
20170116/1745,2155.3
20170116/1815,2156.4
20170116/1845,2152.3
20170116/1915,2153.1
20170116/1945,2155.2
20170116/2015,2155.2
20170116/2045,2155.7
20170116/2115,2155.3
20170116/2145,2157.6
20170116/2215,2156.3
20170116/2245,2153.7
20170116/2315,2154.1
20170116/2345,2155.1
20170117/0015,2155.4
20170117/0045,2154.6
20170117/0115,2155.7
20170117/0145,2160.8
20170117/0215,2159.1
20170117/0245,2154.7
20170117/0315,2154.1
20170117/0345,2151.2
20170117/0415,2150.7
20170117/0445,2151.8
20170117/0515,2151.5
20170117/0545,2152.1
20170117/0615,2151.1
20170117/0645,2147.2
20170117/0715,2145.3
20170117/0745,2145.4
20170117/0815,2145.1
20170117/0845,2145.3
20170117/0915,2145.1
20170117/0945,2144.3
20170117/1015,2144.1
20170117/1045,2144.5
20170117/1115,2142.6
20170117/1145,2141.3
20170117/1215,2144.1
20170117/1245,2145.1
20170117/1315,2144.1
20170117/1345,2142.6
20170117/1415,2143.4
20170117/1445,2146.2
20170117/1515,2147.1
20170117/1545,2147.9
20170117/1615,2148.8
20170117/1645,2149.6
20170117/1715,2152.4
20170117/1745,2155.1
20170117/1815,2157.4
20170117/1845,2158.2
20170117/1915,2157.9
20170117/1945,2158.5
20170117/2015,2158.1
20170117/2045,2158.3
20170117/2115,2157.4
20170117/2145,2158.2
20170117/2215,2156.2
20170117/2245,2154.2
20170117/2315,2155.1
20170117/2345,2156.2
20170118/0015,2159.2
20170118/0045,2156.2
20170118/0115,2157.3
20170118/0145,2160.3
20170118/0215,2157.9
20170118/0245,2155.4
20170118/0315,2159.4
20170118/0345,2157.8
20170118/0415,2156.2
20170118/0445,2158.5
20170118/0515,2154.4
20170118/0545,2154.1
20170118/0615,2156.3
20170118/0645,2153.5
20170118/0815,2143.5
20170118/0845,2144.5
20170118/0915,2143.9
20170118/0945,2146.4
20170118/1015,2144.9
20170118/1045,2141.6
20170118/1115,2141.0
20170118/1145,2139.0
20170118/1215,2140.7
20170118/1245,2141.8
20170118/1315,2142.3
20170118/1345,2141.0
20170118/1415,2138.3
20170118/1445,2137.9
20170118/1515,2138.1
20170118/1545,2139.8
20170118/1615,2137.8
20170118/1645,2138.5
20170118/1715,2142.3
20170118/1745,2141.1
20170118/1815,2140.9
20170118/1845,2143.0
20170118/1915,2144.8
20170118/1945,2145.0
20170118/2015,2144.1
20170118/2045,2143.5
20170118/2115,2142.2
20170118/2145,2138.7
20170118/2215,2140.1
20170118/2245,2141.1
20170118/2315,2138.7
20170118/2345,2140.8
20170119/0015,2139.2
20170119/0045,2139.1
20170119/0115,2140.9
20170119/0145,2139.6
20170119/0215,2137.0
20170119/0245,2134.6
20170119/0315,2133.6
20170119/0345,2137.1
20170119/0415,2140.7
20170119/0445,2140.9
20170119/0515,2140.8
20170119/0545,2144.9
20170119/0615,2145.4
20170119/0645,2140.8
20170119/0715,2142.0
20170119/0745,2142.2
20170119/0815,2139.9
20170119/0845,2139.1
20170119/0915,2138.0
20170119/0945,2139.3
20170119/1015,2140.5
20170119/1045,2141.2
20170119/1115,2140.2
20170119/1145,2137.2
20170119/1215,2135.5
20170119/1245,2137.7
20170119/1315,2139.2
20170119/1345,2138.6
20170119/1415,2141.7
20170119/1445,2144.1
20170119/1515,2143.5
20170119/1545,2141.9
20170119/1615,2141.6
20170119/1645,2144.2
20170119/1715,2144.9
20170119/1745,2142.9
20170119/1815,2142.8
20170119/1845,2143.4
20170119/1915,2145.2
20170119/1945,2143.3
20170119/2015,2140.6
20170119/2045,2142.1
20170119/2115,2143.6
20170119/2145,2145.2
20170119/2215,2145.6
20170119/2245,2143.5
20170119/2315,2143.8
20170119/2345,2146.9
20170120/0015,2147.8
20170120/0045,2148.4
20170120/0115,2153.4
20170120/0145,2154.7
20170120/0215,2151.4
20170120/0245,2151.3
20170120/0315,2151.4
20170120/0345,2152.6
20170120/0415,2154.7
20170120/0445,2154.2
20170120/0515,2153.6
20170120/0545,2155.2
20170120/0615,2153.3
20170120/0645,2150.3
20170120/0715,2150.7
20170120/0745,2149.7
20170120/0815,2150.2
20170120/0845,2149.4
20170120/0915,2148.0
20170120/0945,2150.4
20170120/1015,2150.6
20170120/1045,2148.2
20170120/1115,2146.1
20170120/1145,2145.2
20170120/1215,2145.4
20170120/1245,2144.8
20170120/1315,2143.6
20170120/1345,2144.0
20170120/1415,2144.7
20170120/1445,2145.7
20170120/1515,2146.1
20170120/1545,2144.8
20170120/1615,2146.1
20170120/1645,2148.7
20170120/1715,2146.6
20170120/1745,2145.2
20170120/1815,2145.1
20170120/1845,2142.2
20170120/1915,2141.9
20170120/1945,2141.5
20170120/2015,2140.3
20170120/2045,2140.2
20170120/2115,2138.7
20170120/2145,2138.3
20170120/2215,2136.2
20170120/2245,2131.4
20170120/2315,2131.9
20170120/2345,2134.3
20170121/0015,2129.9
20170121/0045,2129.8
20170121/0115,2130.6
20170121/0145,2128.5
20170121/0215,2123.8
20170121/0245,2122.4
20170121/0315,2120.9
20170121/0345,2120.0
20170121/0415,2120.1
20170121/0445,2119.5
20170121/0515,2120.1
20170121/0545,2120.7
20170121/0615,2120.1
20170121/0645,2119.4
20170121/0715,2119.7
20170121/0745,2118.2
20170121/0815,2116.8
20170121/0845,2116.1
20170121/0915,2114.8
20170121/0945,2115.3
20170121/1015,2115.6
20170121/1045,2114.2
20170121/1115,2113.1
20170121/1145,2113.6
20170121/1215,2117.2
20170121/1245,2118.3
20170121/1315,2112.8
20170121/1345,2109.8
20170121/1415,2110.4
20170121/1445,2111.5
20170121/1515,2112.5
20170121/1545,2112.4
20170121/1615,2115.1
20170121/1645,2114.9
20170121/1715,2113.1
20170121/1745,2115.1
20170121/1815,2116.1
20170121/1845,2114.6
20170121/1915,2115.3
20170121/1945,2117.9
20170121/2015,2121.1
20170121/2045,2120.8
20170121/2115,2119.3
20170121/2145,2118.8
20170121/2215,2119.3
20170121/2245,2120.8
20170121/2315,2118.9
20170121/2345,2117.7
20170122/0015,2119.1
20170122/0045,2120.2
20170122/0115,2121.3
20170122/0145,2119.8
20170122/0215,2117.9
20170122/0245,2117.9
20170122/0315,2119.2
20170122/0345,2121.8
20170122/0415,2121.9
20170122/0445,2123.6
20170122/0515,2125.8
20170122/0545,2126.5
20170122/0615,2130.6
20170122/0645,2133.4
20170122/0715,2133.3
20170122/0745,2132.3
20170122/0815,2132.2
20170122/0845,2132.8
20170122/0915,2132.2
20170122/0945,2133.1
20170122/1015,2133.3
20170122/1045,2130.6
20170122/1115,2129.6
20170122/1145,2129.4
20170122/1215,2130.8
20170122/1245,2133.4
20170122/1315,2134.3
20170122/1345,2136.2
20170122/1415,2135.8
20170122/1445,2135.7
20170122/1515,2138.6
20170122/1545,2139.6
20170122/1615,2139.4
20170122/1645,2139.2
20170122/1715,2137.0
20170122/1745,2136.7
20170122/1815,2136.2
20170122/1845,2133.8
20170122/1915,2133.4
20170122/1945,2132.9
20170122/2015,2131.9
20170122/2045,2131.8
20170122/2115,2131.6
20170122/2145,2130.5
20170122/2215,2127.8
20170122/2245,2124.6
20170122/2315,2124.4
20170122/2345,2125.4
20170123/0015,2125.9
20170123/0045,2125.9
20170123/0115,2125.4
20170123/0145,2124.1
20170123/0215,2122.0
20170123/0245,2120.2
20170123/0315,2121.1
20170123/0345,2124.2
20170123/0415,2123.4
20170123/0445,2122.9
20170123/0515,2124.8
20170123/0545,2124.5
20170123/0615,2121.4
20170123/0645,2119.8
20170123/0715,2119.8
20170123/0745,2118.1
20170123/0815,2118.2
20170123/0845,2118.3
20170123/0915,2118.2
20170123/0945,2119.7
20170123/1015,2118.9
20170123/1045,2116.9
20170123/1115,2116.0
20170123/1145,2116.1
20170123/1215,2116.6
20170123/1245,2116.9
20170123/1315,2115.4
20170123/1345,2114.6
20170123/1415,2113.7
20170123/1445,2113.3
20170123/1515,2116.5
20170123/1545,2119.2
20170123/1615,2119.8
20170123/1645,2120.4
20170123/1715,2117.4
20170123/1745,2115.6
20170123/1815,2115.6
20170123/1845,2116.4
20170123/1915,2117.2
20170123/1945,2114.4
20170123/2015,2113.6
20170123/2045,2114.9
20170123/2115,2116.1
20170123/2145,2116.9
20170123/2215,2115.5
20170123/2245,2113.9
20170123/2315,2114.9
20170123/2345,2116.9
20170124/0015,2117.8
20170124/0045,2117.3
20170124/0115,2117.1
20170124/0145,2115.1
20170124/0215,2113.2
20170124/0245,2113.7
20170124/0315,2114.4
20170124/0345,2117.1
20170124/0415,2118.7
20170124/0445,2119.8
20170124/0515,2120.8
20170124/0545,2118.6
20170124/0615,2115.7
20170124/0645,2115.4
20170124/0715,2118.1
20170124/0745,2119.1
20170124/0815,2118.6
20170124/0845,2119.8
20170124/0915,2121.6
20170124/0945,2124.6
20170124/1015,2127.0
20170124/1045,2126.8
20170124/1115,2130.8
20170124/1145,2134.9
20170124/1215,2138.6
20170124/1245,2140.1
20170124/1315,2141.4
20170124/1345,2141.8
20170124/1415,2139.7
20170124/1445,2141.1
20170124/1515,2146.1
20170124/1545,2149.7
20170124/1615,2147.0
20170124/1645,2147.8
20170124/1715,2150.0
20170124/1745,2148.0
20170124/1815,2144.8
20170124/1845,2147.2
20170124/1915,2148.7
20170124/1945,2147.4
20170124/2015,2149.7
20170124/2045,2152.2
20170124/2115,2155.2
20170124/2145,2152.2
20170124/2215,2150.6
20170124/2245,2150.1
20170124/2315,2145.1
20170124/2345,2141.2
20170125/0015,2138.4
20170125/0045,2134.8
20170125/0115,2131.9
20170125/0145,2127.9
20170125/0215,2124.6
20170125/0245,2124.2
20170125/0315,2123.3
20170125/0345,2122.5
20170125/0415,2121.6
20170125/0445,2122.1
20170125/0515,2122.5
20170125/0545,2122.3
20170125/0615,2122.8
20170125/0645,2123.8
20170125/0715,2124.6
20170125/0745,2123.1
20170125/0815,2122.8
20170125/0845,2122.1
20170125/0915,2123.1
20170125/0945,2126.9
20170125/1015,2128.3
20170125/1045,2126.8
20170125/1115,2126.7
20170125/1145,2128.8
20170125/1215,2130.9
20170125/1245,2130.8
20170125/1315,2128.6
20170125/1345,2129.6
20170125/1415,2131.1
20170125/1445,2133.2
20170125/1515,2135.2
20170125/1545,2135.9
20170125/1615,2135.2
20170125/1645,2134.9
20170125/1715,2135.6
20170125/1745,2135.7
20170125/1815,2133.9
20170125/1845,2132.7
20170125/1915,2131.8
20170125/1945,2129.6
20170125/2015,2131.1
20170125/2045,2131.3
20170125/2115,2131.9
20170125/2145,2129.3
20170125/2215,2125.6
20170125/2245,2126.2
20170125/2315,2127.7
20170125/2345,2127.1
20170129/0015,2112.4
20170129/0045,2112.2
20170129/0115,2113.1
20170129/0145,2112.4
20170129/0215,2112.8
20170129/0245,2117.3
20170129/0315,2120.6
20170129/0345,2119.2
20170129/0415,2118.8
20170129/0445,2118.8
20170129/0515,2118.3
20170129/0545,2117.5
20170129/0615,2116.1
20170129/0645,2116.6
20170129/0715,2114.9
20170129/0745,2111.9
20170129/0815,2112.1
20170129/0845,2111.8
20170129/0915,2110.6
20170129/0945,2110.1
20170129/1015,2107.6
20170129/1045,2105.3
20170129/1115,2103.4
20170129/1145,2104.4
20170129/1215,2106.7
20170129/1245,2104.9
20170129/1315,2105.0
20170129/1345,2106.5
20170129/1415,2106.8
20170129/1445,2107.8
20170129/1515,2107.8
20170129/1545,2108.3
20170129/1615,2109.7
20170129/1645,2108.7
20170129/1715,2109.2
20170129/1745,2109.6
20170129/1815,2108.0
20170129/1845,2108.2
20170129/1915,2107.9
20170129/1945,2107.8
20170129/2015,2108.9
20170129/2045,2108.6
20170129/2115,2107.9
20170129/2145,2106.4
20170129/2215,2106.2
20170129/2245,2107.4
20170129/2315,2107.2
20170129/2345,2106.2
20170130/0415,2105.1
20170130/0445,2106.2
20170130/0515,2108.4
20170130/0545,2108.0
20170130/0615,2107.1
20170130/0645,2107.6
20170130/0715,2104.8
20170130/0745,2102.0
20170130/0815,2102.8
20170130/0845,2101.5
20170130/0915,2102.8
20170130/0945,2102.1
20170130/1015,2101.2
20170130/1045,2097.9
20170130/1115,2095.0
20170130/1145,2096.7
20170130/1215,2094.3
20170130/1245,2093.3
20170130/1315,2095.8
20170130/1345,2097.4
20170131/0815,2098.7
20170131/0845,2099.7
20170131/0915,2101.3
20170131/0945,2102.3
20170131/1015,2101.5
20170131/1045,2101.1
20170131/1115,2102.3
20170131/1145,2101.2
20170131/1215,2099.5
20170131/1245,2101.7
20170131/1315,2105.0
20170131/1345,2102.4
20170131/1415,2098.9
20170131/1445,2102.6
20170131/1515,2104.3
20170131/1545,2102.4
20170131/1615,2100.8
20170131/1645,2102.0
20170131/1715,2105.8
20170131/1745,2108.0
20170131/1815,2107.2
20170131/1845,2106.1
20170131/1915,2104.7
20170131/1945,2106.0
20170131/2015,2111.5
20170131/2045,2109.6
20170131/2115,2106.1
20170131/2145,2106.3
20170131/2215,2105.8
20170131/2245,2108.7
20170131/2315,2108.6
20170131/2345,2106.1
20170201/0015,2106.4
20170201/0045,2106.8
20170201/0115,2106.4
20170201/0145,2104.6
20170201/0215,2104.6
20170201/0245,2107.7
20170201/0315,2111.2
20170201/0345,2109.4
20170201/0415,2109.7
20170201/0445,2111.1
20170201/0515,2110.4
20170201/0545,2109.0
20170201/0615,2109.1
20170201/0645,2109.7
20170201/0715,2107.6
20170201/0745,2106.2
20170201/0815,2105.1
20170201/0845,2106.6
20170201/0915,2107.9
20170201/0945,2107.6
20170201/1015,2106.6
20170201/1045,2104.4
20170201/1115,2103.7
20170201/1145,2105.8
20170201/1215,2105.6
20170201/1245,2104.0
20170201/1315,2106.3
20170201/1345,2107.4
20170201/1415,2107.1
20170201/1445,2110.9
20170201/1515,2113.4
20170201/1545,2111.1
20170201/1615,2113.0
20170201/1645,2115.6
20170201/1715,2117.0
20170201/1745,2116.2
20170201/1815,2114.3
20170201/1845,2115.5
20170201/1915,2114.6
20170201/1945,2114.8
20170201/2015,2116.4
20170201/2045,2115.9
20170201/2115,2115.8
20170201/2145,2115.9
20170201/2215,2115.0
20170201/2245,2113.9
20170201/2315,2113.3
20170201/2345,2113.6
20170202/0015,2113.9
20170202/0045,2115.3
20170202/0115,2114.0
20170202/0145,2111.4
20170202/0215,2112.1
20170202/0245,2112.7
20170202/0315,2114.6
20170202/0345,2114.2
20170202/0415,2113.5
20170202/0445,2115.2
20170202/0515,2115.9
20170202/0545,2115.2
20170202/0615,2114.6
20170202/0645,2113.6
20170202/0715,2112.6
20170202/0745,2113.6
20170202/0815,2112.8
20170202/0845,2115.1
20170202/0915,2117.1
20170202/0945,2116.1
20170202/1015,2114.6
20170202/1045,2111.3
20170202/1115,2110.9
20170202/1145,2112.8
20170202/1215,2112.2
20170202/1245,2110.5
20170202/1315,2111.2
20170202/1345,2111.1
20170202/1415,2111.4
20170202/1445,2113.8
20170202/1515,2115.4
20170202/1545,2117.3
20170202/1615,2117.6
20170202/1645,2114.4
20170202/1715,2112.8
20170202/1745,2112.9
20170202/1815,2113.9
20170202/1845,2114.7
20170202/1915,2115.2
20170202/1945,2115.4
20170202/2015,2115.9
20170202/2045,2116.3
20170202/2115,2116.4
20170202/2145,2115.7
20170202/2215,2117.8
20170202/2245,2119.4
20170202/2315,2119.2
20170202/2345,2122.2
20170203/0015,2124.0
20170203/0045,2125.6
20170203/0115,2126.0
20170203/0145,2125.2
20170203/0215,2127.2
20170203/0245,2129.6
20170203/0315,2130.4
20170203/0345,2131.1
20170203/0415,2130.8
20170203/0445,2131.4
20170203/0515,2132.9
20170203/0545,2131.9
20170203/0615,2130.8
20170203/0645,2131.3
20170203/0715,2130.8
20170203/0745,2131.9
20170203/0815,2133.6
20170203/0845,2137.4
20170203/0915,2140.6
20170203/0945,2140.7
20170203/1015,2140.2
20170203/1045,2138.4
20170203/1115,2138.1
20170203/1145,2138.3
20170203/1215,2136.7
20170203/1245,2135.5
20170203/1315,2138.6
20170203/1345,2140.7
20170203/1415,2140.8
20170203/1445,2143.0
20170203/1515,2146.1
20170203/1545,2149.1
20170203/1615,2150.2
20170203/1645,2150.6
20170203/1715,2153.2
20170203/1745,2152.1
20170203/1815,2152.4
20170203/1845,2153.2
20170203/1915,2152.9
20170203/1945,2154.6
20170203/2015,2156.4
20170203/2045,2158.7
20170203/2115,2159.5
20170203/2145,2158.9
20170203/2215,2159.9
20170203/2245,2161.8
20170203/2315,2162.0
20170203/2345,2161.1
20170204/0015,2156.8
20170204/0045,2154.7
20170204/0115,2153.3
20170204/0145,2150.8
20170204/0215,2152.3
20170204/0245,2154.6
20170204/0315,2154.4
20170204/0345,2154.1
20170204/0415,2153.6
20170204/0445,2153.6
20170204/0515,2153.6
20170204/0545,2150.1
20170204/0615,2149.3
20170204/0645,2149.2
20170204/0715,2148.2
20170204/0745,2150.1
20170204/0815,2152.1
20170204/0845,2154.6
20170204/0915,2155.1
20170204/0945,2153.1
20170204/1015,2153.4
20170204/1045,2153.6
20170204/1115,2153.2
20170204/1145,2153.6
20170204/1215,2152.7
20170204/1245,2151.6
20170204/1315,2151.2
20170204/1345,2152.2
20170204/1415,2154.1
20170204/1445,2153.7
20170204/1515,2153.2
20170204/1545,2156.3
20170204/1615,2158.6
20170204/1645,2158.2
20170204/1715,2156.4
20170204/1745,2153.2
20170204/1815,2154.6
20170204/1845,2157.5
20170204/1915,2157.7
20170204/1945,2158.4
20170204/2015,2160.8
20170204/2045,2161.8
20170204/2115,2160.6
20170204/2145,2159.7
20170204/2215,2156.8
20170204/2245,2155.5
20170204/2315,2157.1
20170204/2345,2158.1
20170205/0015,2157.6
20170205/0045,2155.6
20170205/0115,2155.1
20170205/0145,2154.2
20170205/0215,2150.4
20170205/0245,2151.6
20170205/0315,2152.1
20170205/0345,2150.7
20170205/0415,2151.4
20170205/0445,2150.9
20170205/0515,2151.2
20170205/0545,2150.9
20170205/0615,2150.3
20170205/0645,2148.8
20170205/0715,2147.1
20170205/0745,2147.7
20170205/0815,2148.6
20170205/0845,2150.3
20170205/0915,2151.0
20170205/0945,2150.4
20170205/1015,2149.8
20170205/1045,2150.8
20170205/1115,2152.4
20170205/1145,2153.4
20170205/1215,2154.1
20170205/1245,2155.6
20170205/1315,2156.5
20170205/1345,2154.4
20170205/1415,2152.1
20170205/1445,2152.9
20170205/1515,2155.2
20170205/1545,2157.1
20170205/1615,2160.7
20170205/1645,2162.6
20170205/1715,2161.7
20170205/1745,2161.4
20170205/1815,2160.7
20170205/1845,2159.3
20170205/1915,2158.6
20170205/1945,2159.1
20170205/2015,2158.8
20170205/2045,2157.8
20170205/2115,2158.2
20170205/2145,2157.4
20170205/2215,2155.6
20170205/2245,2154.3
20170205/2315,2148.3
20170205/2345,2144.1
20170206/0015,2147.2
20170206/0045,2147.3
20170206/0115,2143.3
20170206/0145,2142.4
20170206/0215,2146.8
20170206/0245,2150.8
20170206/0315,2151.9
20170206/0345,2153.5
20170206/0415,2153.7
20170206/0445,2151.2
20170206/0515,2149.0
20170206/0545,2146.6
20170206/0615,2144.4
20170206/0645,2141.6
20170206/0715,2138.7
20170206/0745,2140.4
20170206/0815,2144.0
20170206/0845,2145.4
20170206/0915,2147.1
20170206/0945,2148.8
20170206/1015,2146.1
20170206/1045,2145.0
20170206/1115,2148.2
20170206/1145,2147.6
20170206/1215,2145.0
20170206/1245,2149.1
20170206/1315,2155.6
20170206/1345,2155.4
20170206/1415,2158.6
20170206/1445,2165.2
20170206/1515,2167.5
20170206/1545,2168.4
20170206/1615,2166.1
20170206/1645,2165.2
20170206/1715,2166.8
20170206/1745,2165.6
20170206/1815,2163.2
20170206/1845,2163.0
20170206/1915,2162.6
20170206/1945,2163.3
20170206/2015,2165.3
20170206/2045,2161.7
20170206/2115,2158.7
20170206/2145,2159.7
20170206/2215,2154.9
20170206/2245,2149.9
20170206/2315,2148.5
20170206/2345,2142.9
20170207/0015,2140.9
20170207/0045,2138.9
20170207/0115,2133.8
20170207/0145,2131.9
20170207/0215,2132.6
20170207/0245,2133.7
20170207/0315,2132.6
20170207/0345,2133.3
20170207/0415,2132.1
20170207/0445,2128.9
20170207/0515,2130.4
20170207/0545,2133.3
20170207/0615,2132.4
20170207/0645,2129.7
20170207/0715,2130.6
20170207/0745,2130.4
20170207/0815,2129.9
20170207/0845,2128.6
20170207/0915,2123.6
20170207/0945,2122.1
20170207/1015,2121.9
20170207/1045,2121.6
20170207/1115,2122.1
20170207/1145,2121.1
20170207/1215,2120.6
20170207/1245,2121.9
20170207/1315,2119.1
20170207/1345,2119.1
20170207/1415,2121.9
20170207/1445,2120.9
20170207/1515,2123.3
20170207/1545,2126.1
20170207/1615,2126.0
20170207/1645,2126.6
20170207/1715,2126.1
20170207/1745,2123.6
20170207/1815,2123.0
20170207/1845,2125.8
20170207/1915,2127.8
20170207/1945,2130.2
20170207/2015,2131.2
20170207/2045,2130.9
20170207/2115,2131.2
20170207/2145,2130.4
20170207/2215,2130.3
20170207/2245,2129.6
20170207/2315,2129.0
20170207/2345,2126.2
20170208/0015,2131.3
20170208/0045,2129.1
20170208/0115,2126.4
20170208/0145,2127.7
20170208/0215,2124.0
20170208/0245,2124.9
20170208/0315,2128.3
20170208/0345,2129.5
20170208/0415,2134.3
20170208/0445,2135.8
20170208/0515,2137.1
20170208/0545,2138.4
20170208/0615,2138.0
20170208/0645,2135.6
20170208/0715,2135.0
20170208/0745,2137.9
20170208/0815,2139.2
20170208/0845,2137.2
20170208/0915,2133.3
20170208/0945,2133.3
20170208/1315,2136.9
20170208/1345,2136.4
20170208/1415,2134.6
20170208/1445,2132.5
20170208/1515,2135.5
20170208/1545,2133.9
20170208/1615,2132.5
20170208/1645,2135.0
20170208/1715,2134.2
20170208/1745,2134.2
20170208/1815,2136.0
20170208/1845,2137.3
20170208/1915,2136.8
20170208/1945,2137.8
20170208/2015,2137.3
20170208/2045,2135.5
20170208/2115,2133.6
20170208/2145,2134.7
20170208/2215,2136.9
20170208/2245,2137.4
20170208/2315,2137.6
20170208/2345,2135.9
20170209/0015,2135.9
20170209/0045,2137.1
20170209/0115,2135.6
20170209/0145,2136.2
20170209/0215,2137.6
20170209/0245,2139.1
20170209/0315,2141.3
20170209/0345,2143.1
20170209/0415,2143.0
20170209/0445,2140.7
20170209/0515,2140.4
20170209/0545,2142.9
20170209/0615,2143.1
20170209/0645,2140.4
20170209/0815,2145.1
20170209/0845,2145.8
20170209/0915,2144.3
20170209/0945,2144.4
20170209/1015,2142.9
20170209/1045,2144.7
20170209/1115,2142.9
20170209/1145,2141.1
20170209/1215,2144.6
20170209/1245,2144.8
20170209/1315,2145.6
20170209/1345,2146.1
20170209/1415,2145.8
20170209/1445,2145.1
20170209/1515,2146.1
20170209/1545,2150.2
20170209/1615,2152.1
20170209/1645,2152.3
20170209/1715,2152.3
20170209/1745,2151.2
20170209/1815,2150.6
20170209/1845,2151.4
20170209/1915,2151.6
20170209/1945,2150.1
20170209/2015,2149.9
20170209/2045,2148.2
20170209/2115,2143.8
20170209/2145,2144.2
20170209/2215,2147.8
20170209/2245,2148.0
20170209/2315,2148.1
20170209/2345,2147.4
20170210/0015,2147.2
20170210/0045,2146.1
20170210/0115,2144.6
20170210/0145,2146.4
20170210/0215,2146.9
20170210/0245,2147.2
20170210/0315,2147.4
20170210/0345,2146.5
20170210/0415,2146.3
20170210/0445,2145.8
20170210/0515,2143.8
20170210/0545,2144.2
20170210/0615,2145.0
20170210/0645,2143.8
20170210/0715,2143.3
20170210/0745,2143.3
20170210/0815,2145.1
20170210/0845,2145.4
20170210/0915,2143.6
20170210/0945,2142.9
20170210/1015,2142.5
20170210/1045,2142.4
20170210/1115,2142.6
20170210/1145,2140.8
20170210/1215,2139.9
20170210/1245,2140.0
20170210/1315,2139.9
20170210/1345,2140.2
20170210/1415,2140.9
20170210/1445,2142.1
20170210/1515,2145.6
20170210/1545,2145.4
20170210/1615,2142.4
20170210/1645,2144.6
20170210/1715,2145.6
20170210/1745,2143.8
20170210/1815,2142.6
20170210/1845,2142.7
20170210/1915,2143.4
20170210/1945,2144.3
20170210/2015,2143.6
20170210/2045,2141.8
20170210/2115,2141.2
20170210/2145,2142.6
20170210/2215,2143.4
20170210/2245,2142.9
20170210/2315,2144.1
20170210/2345,2143.2
20170211/0015,2141.7
20170211/0045,2141.1
20170211/0115,2139.7
20170211/0145,2140.2
20170211/0215,2142.1
20170211/0245,2142.6
20170211/0315,2142.6
20170211/0345,2141.9
20170211/0415,2141.0
20170211/0445,2141.3
20170211/0515,2141.1
20170211/0545,2142.1
20170211/0615,2141.6
20170211/0645,2139.6
20170211/0715,2139.2
20170211/0745,2138.1
20170211/0815,2139.1
20170211/0845,2139.4
20170211/0915,2137.4
20170211/0945,2135.1
20170211/1015,2134.2
20170211/1045,2135.1
20170211/1115,2131.6
20170211/1145,2130.5
20170211/1215,2133.8
20170211/1245,2134.2
20170211/1315,2134.8
20170211/1345,2133.8
20170211/1415,2133.8
20170211/1445,2135.2
20170211/1515,2136.1
20170211/1545,2136.4
20170211/1615,2137.2
20170211/1645,2137.6
20170211/1715,2135.1
20170211/1745,2134.2
20170211/1815,2131.9
20170211/1845,2130.7
20170211/2015,2130.2
20170211/2045,2127.7
20170211/2115,2127.9
20170211/2145,2127.7
20170211/2215,2126.7
20170211/2245,2125.9
20170211/2315,2128.4
20170211/2345,2131.2
20170212/0015,2125.4
20170212/0045,2118.4
20170212/0115,2116.5
20170212/0145,2114.9
20170212/0215,2115.9
20170212/0245,2113.9
20170212/0315,2112.6
20170212/0345,2112.9
20170212/0415,2110.8
20170212/0445,2109.3
20170212/0515,2108.7
20170212/0545,2108.3
20170212/0615,2107.3
20170212/0645,2104.9
20170212/0715,2103.4
20170212/0745,2103.4
20170212/0815,2105.8
20170212/0845,2105.4
20170212/0915,2102.8
20170212/0945,2101.4
20170212/1015,2099.8
20170212/1045,2099.8
20170212/1115,2096.7
20170212/1145,2097.4
20170212/1215,2102.1
20170212/1245,2102.1
20170212/1315,2102.7
20170212/1345,2103.4
20170212/1415,2103.6
20170212/1445,2105.1
20170212/1515,2106.6
20170212/1545,2105.8
20170212/1615,2105.8
20170212/1645,2108.8
20170212/1715,2108.4
20170212/1745,2107.4
20170212/1815,2107.4
20170212/1845,2106.9
20170212/1915,2107.4
20170212/1945,2107.6
20170212/2015,2106.3
20170212/2045,2105.5
20170212/2115,2106.1
20170212/2145,2106.2
20170212/2215,2106.2
20170212/2245,2105.5
20170212/2315,2105.5
20170212/2345,2107.4
20170213/0015,2106.8
20170213/0045,2102.9
20170213/0115,2101.2
20170213/0145,2102.1
20170213/0215,2104.2
20170213/0245,2103.9
20170213/0315,2104.7
20170213/0345,2105.2
20170213/0415,2105.8
20170213/0445,2105.3
20170213/0515,2103.2
20170213/0545,2103.5
20170213/0615,2101.9
20170213/0645,2100.2
